0,-4.3332577e-05
1,3.3140182e-05
2,8.940697e-07
3,2.9027462e-05
4,3.5464764e-06
5,2.2053719e-05
6,-3.862381e-05
7,-4.2915344e-05
8,-5.0902367e-05
9,-6.958842e-05
10,-6.8724155e-05
11,-2.7179718e-05
12,-5.619228e-05
13,-7.459521e-05
14,-3.182888e-05
15,4.798174e-05
16,4.4822693e-05
17,-8.6188316e-05
18,-1.6242266e-05
19,-0.0001219511
20,-0.00010961294
21,-3.5345554e-05
22,-0.000115692616
23,-3.373623e-05
24,-0.00015628338
25,-0.000103116035
26,0.00011244416
27,-5.6743622e-05
28,-0.0001090914
29,-6.92606e-05
30,-0.000110298395
31,-0.000113487244
32,-0.00014144182
33,2.9295683e-05
34,-0.00017535686
35,-7.247925e-05
36,-0.00017660856
37,-0.00012597442
38,-0.00022035837
39,-8.755922e-05
40,-0.00016027689
41,-0.00017613173
42,-0.00021141768
43,-0.00020492077
44,-0.00018393993
45,2.002716e-05
46,-5.9723854e-05
47,6.28829e-06
48,-0.00012260675
49,-0.0001784265
0,-7.882714e-06
1,4.3272972e-05
2,5.9247017e-05
3,0.00012362003
4,-3.671646e-05
5,-4.376471e-05
6,-8.761883e-05
7,3.6537647e-05
8,1.9848347e-05
9,-2.515316e-05
10,-6.568432e-05
11,-2.5123358e-05
12,-2.0980835e-05
13,2.501905e-05
14,-8.59499e-05
15,-7.06017e-05
16,-9.536743e-05
17,-0.00013887882
18,-3.5762787e-05
19,1.4841557e-05
20,-7.581711e-05
21,-0.00016075373
22,-7.95722e-05
23,-0.00011874735
24,-0.0001603663
25,-8.702278e-05
26,-3.620982e-05
27,-3.7252903e-06
28,-0.00011354685
29,-4.2676926e-05
30,-7.981062e-05
31,-0.00010356307
32,-0.0001333952
33,-0.000114917755
34,-9.9763274e-05
35,-9.88245e-05
36,-0.00019079447
37,-7.909536e-05
38,-0.00027370453
39,-0.00014074147
40,-0.00014537573
41,-0.00018647313
42,-0.0001527965
43,-4.926324e-05
44,0.00016704202
45,-0.00027668476
46,-0.00020103157
47,-0.00026381016
48,-0.00020578504
49,-0.00019359589
